118021
4 58128 6.869
4 25971 5.863
4 75613 5.827
4 35363 5.873
4 34430 5.856
4 53881 5.862
43 41019 5.859
43 75613 5.838
43 80075 5.818
43 34430 5.867
43 24410 5.878
77 37953 8.859
77 104435 10.889
77 38793 6.897
77 38791 6.878
77 104307 9.879
77 38634 11.89
77 38512 8.882
77 103977 7.879
77 43377 8.843
77 43341 18.823
77 108848 5.856
77 43286 6.879
77 43206 5.861
77 108712 5.846
77 43149 14.809
77 43127 7.852
77 43102 5.843
77 43060 6.821
77 43056 6.859
77 43045 5.893
77 43042 6.889
77 108575 7.878
77 43034 15.875
77 43032 8.896
77 43028 10.866
77 109893 5.867
77 44346 9.86
77 109788 11.882
77 44116 25.825
77 109627 5.881
77 109572 6.831
77 45021 6.892
77 110486 5.841
77 110409 5.82
77 44793 7.857
77 110312 5.881
77 110195 6.888
77 41292 7.854
77 41277 5.857
77 106760 7.882
77 106723 8.853
77 106567 7.85
77 41022 7.862
77 41019 13.889
77 41967 5.882
77 41887 10.894
77 107365 14.806
77 107283 6.885
77 107269 8.881
77 41537 7.834
77 107019 10.866
77 42425 5.89
77 42397 5.899
77 42348 6.833
77 42978 10.867
77 42977 5.899
77 42870 7.852
77 42866 5.898
77 42784 13.871
77 47560 5.845
77 113055 9.849
77 113023 5.823
77 112891 6.848
77 112824 6.863
77 112774 6.845
77 47139 5.855
77 112676 5.872
77 112648 7.879
77 48089 9.822
77 113565 6.884
77 48013 5.887
77 47629 8.829
77 48564 7.828
77 114054 5.897
77 48514 13.891
77 114043 8.892
77 48465 15.863
77 113975 6.818
77 113943 8.887
77 113861 5.884
77 113841 7.883
77 113747 5.882
77 48152 5.871
77 49129 5.857
77 114303 14.868
77 111015 6.855
77 45452 8.802
77 45408 14.838
77 45357 6.875
77 110747 6.855
77 45183 5.834
77 45169 6.881
77 110699 5.854
77 45073 5.873
77 45969 12.898
77 45884 13.802
77 111308 5.861
77 111241 5.879
77 111201 7.9
77 45574 5.855
77 112081 10.887
77 46350 6.898
77 112370 5.88
77 112355 10.882
77 112349 6.805
77 18934 5.852
77 18773 13.809
77 84295 9.836
77 18671 7.885
77 84178 8.852
77 84121 6.861
77 84097 13.811
77 18544 5.884
77 84044 5.898
77 84003 11.853
77 84002 7.837
77 83974 8.812
77 19859 8.885
77 85370 5.842
77 19693 5.872
77 85194 7.808
77 19519 8.876
77 19496 9.841
77 86010 6.885
77 85911 10.838
77 20120 6.874
77 20013 5.87
77 16857 7.84
77 16851 5.844
77 16832 5.847
77 16764 9.84
77 16684 7.862
77 16626 5.865
77 82045 5.873
77 16492 6.89
77 81952 5.841
77 17399 11.898
77 17369 6.871
77 82863 5.874
77 17303 5.863
77 17210 5.857
77 82715 5.841
77 16946 6.887
77 17796 7.895
77 17735 5.842
77 83174 8.801
77 17616 5.892
77 17610 6.865
77 17439 15.843
77 83937 5.868
77 83897 5.897
77 83874 14.897
77 18253 5.867
77 18036 6.889
77 18025 8.89
77 83459 8.865
77 88518 5.883
77 22980 5.844
77 88420 8.895
77 88105 10.877
77 23530 6.875
77 23400 7.836
77 88926 7.893
77 23102 11.892
77 24045 5.858
77 89560 5.884
77 23677 7.817
77 89206 7.855
77 23659 7.872
77 89160 5.865
77 23582 5.892
77 23563 5.819
77 90058 8.893
77 24410 8.892
77 24301 6.871
77 24242 6.856
77 24236 12.866
77 89768 5.851
77 89707 5.876
77 24162 5.879
77 86527 11.854
77 86482 6.886
77 86475 6.854
77 86442 8.857
77 20874 9.849
77 86186 9.812
77 20619 7.861
77 86028 5.871
77 86995 5.889
77 21420 5.897
77 21398 8.875
77 86916 5.814
77 86551 7.877
77 21973 5.87
77 21732 5.875
77 21656 8.877
77 87926 8.882
77 87891 5.83
77 87831 6.889
77 22255 9.88
77 22120 5.824
77 87593 6.834
77 27022 5.855
77 27008 8.877
77 92496 5.89
77 26953 9.845
77 92235 12.878
77 26652 5.874
77 93006 6.832
77 27189 7.876
77 28094 5.864
77 93626 11.869
77 28025 7.857
77 27998 6.888
77 93417 6.879
77 27720 7.879
77 27658 5.806
77 28652 5.824
77 28571 8.826
77 93971 5.879
77 28391 5.885
77 93891 6.886
77 93787 14.846
77 24923 7.857
77 24883 7.867
77 24711 5.874
77 25438 9.874
77 90958 5.831
77 25381 5.85
77 25171 5.893
77 25100 7.895
77 26043 8.896
77 25971 9.897
77 91483 10.9
77 91462 6.809
77 91146 5.844
77 26442 5.847
77 26354 7.884
77 26349 5.839
77 91783 6.896
77 91755 7.845
77 26118 5.868
77 96510 5.88
77 96374 7.839
77 30760 5.894
77 97262 5.851
77 97148 5.886
77 97565 11.821
77 97552 8.83
77 31980 6.847
77 31935 5.89
77 97331 5.882
77 32710 7.864
77 32700 6.844
77 32591 5.831
77 97949 7.886
77 32351 5.882
77 97870 6.872
77 29177 11.885
77 94655 5.89
77 28770 7.859
77 95017 12.898
77 94833 6.892
77 29250 6.867
77 94754 6.844
77 95742 7.856
77 95713 5.896
77 30160 8.814
77 30113 8.873
77 30101 16.87
77 95527 5.831
77 29936 5.888
77 29867 5.888
77 29826 11.887
77 96199 7.898
77 30614 5.881
77 96095 5.871
77 30516 5.881
77 2426 8.837
77 2400 7.869
77 2345 5.817
77 2957 8.844
77 2879 5.857
77 68379 7.822
77 68358 15.808
77 68323 6.885
77 2725 9.876
77 3503 6.869
77 68863 6.847
77 68859 8.833
77 68837 5.892
77 68776 7.876
77 68703 6.885
77 68665 8.876
77 68663 6.83
77 3102 5.866
77 69508 5.892
77 69493 5.875
77 3839 5.881
77 69294 5.861
77 69220 6.85
77 3600 7.852
77 352 12.873
77 65611 5.858
77 65558 5.899
77 65541 5.822
77 984 5.841
77 66495 5.896
77 66121 7.879
77 66946 5.884
77 66906 5.826
77 1353 5.896
77 1178 7.861
77 66692 5.857
77 66621 5.89
77 1942 5.872
77 67350 5.885
77 67094 5.878
77 6651 5.855
77 6579 15.846
77 72097 6.833
77 6503 10.849
77 72036 9.895
77 6446 9.887
77 71943 6.808
77 71878 5.842
77 6314 5.831
77 71792 6.85
77 71768 16.85
77 71751 8.893
77 6189 5.868
77 6171 6.87
77 71708 11.892
77 7164 6.83
77 7127 5.884
77 7019 8.824
77 6879 15.852
77 6839 6.857
77 6786 5.838
77 72247 5.877
77 73194 12.875
77 7605 14.866
77 73141 5.853
77 73044 5.884
77 73020 6.84
77 7417 12.83
77 8012 12.85
77 7927 5.877
77 73324 5.822
77 7693 11.815
77 4590 10.865
77 4334 8.873
77 69722 6.844
77 5044 8.871
77 70555 5.873
77 4973 26.825
77 4842 6.832
77 70372 5.892
77 4786 7.851
77 4771 14.893
77 4703 5.9
77 4661 8.87
77 71067 6.894
77 71046 5.876
77 71038 6.86
77 70943 5.871
77 70853 6.891
77 70840 6.853
77 5252 10.879
77 70780 5.878
77 5157 6.875
77 71675 12.846
77 6114 5.858
77 6049 7.851
77 6004 9.836
77 5980 7.862
77 71419 6.89
77 76160 9.856
77 76117 6.849
77 76113 7.846
77 11256 9.824
77 11061 5.843
77 76535 5.871
77 76404 7.854
77 10775 5.897
77 77121 9.843
77 77112 6.881
77 11504 5.853
77 76819 8.851
77 77803 6.822
77 77641 7.877
77 77637 10.89
77 11779 11.852
77 8685 7.853
77 74185 6.899
77 73865 7.859
77 8320 6.806
77 8266 5.881
77 8260 8.873
77 73794 7.86
77 74643 11.839
77 8962 5.899
77 8931 7.858
77 74363 5.865
77 8783 14.838
77 75241 6.876
77 9703 5.854
77 9644 11.876
77 9643 7.894
77 9618 5.835
77 75096 8.814
77 75061 5.872
77 74825 9.892
77 75613 24.867
77 10020 8.853
77 10009 5.835
77 9899 5.835
77 75345 7.885
77 75298 6.881
77 80382 8.884
77 80302 9.848
77 80275 5.874
77 80266 5.823
77 80241 5.893
77 80208 6.811
77 14660 6.884
77 80075 20.847
77 14483 8.861
77 80748 7.866
77 15124 7.832
77 15079 5.898
77 14937 5.856
77 15786 7.872
77 81305 6.863
77 81286 5.864
77 15742 12.874
77 81272 5.851
77 15709 5.855
77 15668 6.86
77 15480 6.844
77 15414 6.865
77 80945 7.877
77 80926 5.851
77 81915 6.806
77 16372 6.829
77 81821 8.896
77 16274 6.844
77 81705 7.864
77 81608 5.859
77 16045 6.838
77 81542 8.84
77 15907 14.867
77 12388 9.858
77 13285 7.85
77 78816 7.827
77 78723 9.851
77 78679 6.867
77 13083 11.847
77 78993 5.853
77 14144 6.865
77 79513 9.891
77 13909 5.896
77 117217 7.878
77 117102 12.825
77 51469 5.836
77 116993 6.886
77 116865 5.855
77 51268 7.877
77 52222 5.802
77 52211 7.872
77 117653 6.863
77 52060 5.857
77 117449 6.842
77 52732 10.846
77 117952 10.878
77 52295 8.867
77 52835 5.887
77 52813 7.806
77 52791 7.832
77 49579 7.81
77 114950 5.863
77 49165 5.881
77 115614 7.826
77 50067 6.881
77 115583 5.87
77 50009 6.831
